SVM_C(2**),SVM_gamma(2**),Etr,Eval
-12.0,14.0,0.3,0.3
-12.0,15.0,0.3,0.3
-11.0,-15.0,0.3,0.3
-11.0,-14.0,0.3,0.3
-11.0,-13.0,0.3,0.3
-11.0,-12.0,0.3,0.3
-11.0,-11.0,0.3,0.3
-11.0,-10.0,0.3,0.3
-11.0,-9.0,0.3,0.3
-11.0,-8.0,0.3,0.3
-11.0,-7.0,0.3,0.3
-11.0,-6.0,0.3,0.3
-11.0,-5.0,0.3,0.3
-11.0,-4.0,0.3,0.3
-11.0,-3.0,0.3,0.3
-11.0,-2.0,0.3,0.3
-11.0,-1.0,0.3,0.3
-11.0,0.0,0.3,0.3
-11.0,1.0,0.3,0.3
-11.0,2.0,0.3,0.3
-11.0,3.0,0.3,0.3
-11.0,4.0,0.3,0.3
-11.0,5.0,0.3,0.3
-11.0,6.0,0.3,0.3
-11.0,7.0,0.3,0.3
-11.0,8.0,0.3,0.3
-11.0,9.0,0.3,0.3
-11.0,10.0,0.3,0.3
-11.0,11.0,0.3,0.3
-11.0,12.0,0.3,0.3
-11.0,13.0,0.3,0.3
-11.0,14.0,0.3,0.3
-11.0,15.0,0.3,0.3
-10.0,-15.0,0.3,0.3
-10.0,-14.0,0.3,0.3
-10.0,-13.0,0.3,0.3
-10.0,-12.0,0.3,0.3
-10.0,-11.0,0.3,0.3
-10.0,-10.0,0.3,0.3
-10.0,-9.0,0.3,0.3
-10.0,-8.0,0.3,0.3
-10.0,-7.0,0.3,0.3
-10.0,-6.0,0.3,0.3
-10.0,-5.0,0.3,0.3
-10.0,-4.0,0.3,0.3
-10.0,-3.0,0.3,0.3
-10.0,-2.0,0.3,0.3
-10.0,-1.0,0.3,0.3
-10.0,0.0,0.3,0.3
-10.0,1.0,0.3,0.3
-10.0,2.0,0.3,0.3
-10.0,3.0,0.3,0.3
-10.0,4.0,0.3,0.3
-10.0,5.0,0.3,0.3
-10.0,6.0,0.3,0.3
-10.0,7.0,0.3,0.3
-10.0,8.0,0.3,0.3
-10.0,9.0,0.3,0.3
-10.0,10.0,0.3,0.3
-10.0,11.0,0.3,0.3
-10.0,12.0,0.3,0.3
-10.0,13.0,0.3,0.3
-10.0,14.0,0.3,0.3
-10.0,15.0,0.3,0.3
-9.0,-15.0,0.3,0.3
